file,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
prat.wav,-665.05896,213.69438,14.751032,-23.114254,31.621027,24.22816,-12.47878,-2.830203,11.706579,-5.9323587,-14.411049,-1.4113567,-1.5130074
prat.wav,-690.64166,198.69861,27.423542,-13.378336,31.514599,28.073105,-9.295658,-8.187753,9.158811,0.8002326,-9.542894,-2.2937903,0.49293005
prat.wav,-708.5265,192.71826,43.73323,-7.344851,24.265297,30.462248,0.34286353,-7.644658,5.8726397,1.441913,-13.8818245,-11.649084,-1.3069755
prat.wav,-719.06793,189.37833,54.260735,-3.07929,18.4322,29.90662,7.5294495,-4.77757,2.3488417,-0.96275693,-13.827178,-11.032589,0.8490089
prat.wav,-730.4661,183.07312,63.620354,6.4333196,14.5889015,19.652672,4.0157495,-2.5108514,2.2213922,-2.7549667,-11.855753,-7.2438993,0.4162405
prat.wav,-742.72217,178.29799,77.817055,19.426983,11.608799,9.913151,0.5471204,-1.5728091,1.4583297,-3.297968,-9.262516,-4.144882,1.4235941
prat.wav,-742.65436,176.09727,76.84143,27.422188,21.725735,7.5613737,-13.781294,-12.038114,5.489994,7.7845907,-7.2442884,-14.311632,-6.073074
prat.wav,-718.16504,198.2,80.05379,26.430977,18.289951,-12.179656,-46.309746,-32.045795,8.987556,17.1829,-7.0932283,-16.5249,-2.0102093
prat.wav,-694.72473,209.48363,68.49342,24.93105,19.313187,-29.167282,-63.432705,-32.66493,10.546007,13.033337,-6.841522,-12.422419,-5.548262
prat.wav,-685.3054,210.88402,60.122894,24.857252,16.64972,-46.040794,-76.79385,-32.0552,12.697523,11.736643,-6.5690646,-12.965597,-9.413265
prat.wav,-679.955,214.9974,56.62465,17.058966,9.466351,-53.94625,-83.153946,-30.204115,17.44619,11.275672,-6.8998017,-10.107645,-8.556341
prat.wav,-671.4893,223.44913,58.29384,15.970191,9.767658,-53.940857,-83.58222,-28.465122,18.576302,10.093435,-5.47001,-7.7958374,-11.915581
prat.wav,-668.1332,225.53198,57.782948,17.284264,12.115925,-53.338978,-82.9825,-26.104511,22.110073,14.790751,-2.2861226,-9.977344,-15.005855
prat.wav,-670.0617,219.63188,54.470547,23.93544,16.144217,-59.001537,-86.87157,-25.760538,20.752724,16.49225,4.375667,-6.3652563,-14.459518
prat.wav,-675.2919,215.30457,57.15806,30.382812,18.495281,-60.23732,-82.73957,-16.27268,25.903154,16.209755,5.534475,-3.3772054,-12.675135
prat.wav,-678.11926,217.27454,62.644253,27.191631,11.1486435,-61.88702,-81.98443,-15.616402,30.782045,22.033775,5.5749564,-6.900037,-15.448311
